TÍTULO,VINÍCULA,NOME DO PROVADOR,PONTOS,PREÇO,PAÍS
Gibbs 2012 Terroir NV Block Chardonnay (Napa Valley),Gibbs,Virginie Boone,87,24.0,US
Cedar View Winery 2011 Madera Syrah (Madera),Cedar View Winery,Jim Gordon,87,21.0,US
Castoro Cellars 2013 Estate Sauvignon Blanc (Paso Robles),Castoro Cellars,Matt Kettmann,87,15.0,US
Materra Cunat Family Vineyards 2012 Estate Grown Chardonnay (Oak Knoll District),Materra Cunat Family Vineyards,Virginie Boone,87,22.0,US
Sheldrake Point 2002 Dry Riesling (Finger Lakes),Sheldrake Point,Joe Czerwinski,86,13.0,US
Lucas Vineyards 2002 Semi-Dry Riesling (Finger Lakes),Lucas Vineyards,Joe Czerwinski,86,10.0,US
Reininger 2012 Birch Creek Vineyard Semillon (Walla Walla Valley (WA)),Reininger,Paul Gregutt,92,36.0,US
Elsom Cellars 2009 Isabella Red (Columbia Valley (WA)),Elsom Cellars,Paul Gregutt,92,38.0,US
Coomber Family Ranch 2010 Private Reserve Pinot Noir (Sta. Rita Hills),Coomber Family Ranch,Matt Kettmann,84,75.0,US
Testarossa 2012 Cuvee Los Gatos Pinot Noir (Monterey County),Testarossa,Matt Kettmann,84,27.0,US
City Winery of New York 2011 Haystack Peak Vineyards Reserve Cabernet Sauvignon (Atlas Peak),City Winery of New York,Virginie Boone,84,42.0,US
Script 2012 Exordium Weinbau Vineyard Cabernet Sauvignon (Wahluke Slope),Script,Sean P. Sullivan,90,55.0,US
Tessier Winery 2014 Saveria Vineyard Pinot Noir (Santa Cruz Mountains),Tessier Winery,Matt Kettmann,90,39.0,US
Louis M. Martini 2013 Monte Rosso Vineyard Malbec (Sonoma Valley),Louis M. Martini,Virginie Boone,90,60.0,US
Markus Wine Co 2014 Nativo White (Lodi),Markus Wine Co,Jim Gordon,90,19.0,US
Matanzas Creek 2012 Jackson Park Vineyard Merlot (Bennett Valley),Matanzas Creek,Virginie Boone,90,60.0,US
Pear Valley 2013 Pear Valley Vineyard Zinfandel (Paso Robles),Pear Valley,Matt Kettmann,90,19.0,US
Rally Point Wines 2013 Limited Production Pinot Noir (Russian River Valley),Rally Point Wines,Virginie Boone,90,38.0,US
Round Pond 2013 Proprietary Red (Rutherford),Round Pond,Virginie Boone,90,80.0,US
Script 2012 Turning Point Two Blondes Vineyard Cabernet Sauvignon (Yakima Valley),Script,Sean P. Sullivan,90,55.0,US
Seven Hills 2013 Seven Hills Vineyard Cabernet Sauvignon (Walla Walla Valley (WA)),Seven Hills,Sean P. Sullivan,90,45.0,US
Dusted Valley 2008 V.R. Special Cabernet Sauvignon (Walla Walla Valley (WA)),Dusted Valley,Paul Gregutt,93,53.0,US
J. Lohr 2010 Cuvée POM Red (Paso Robles),J. Lohr,Matt Kettmann,89,50.0,US
Jericho Canyon Vineyard 2013 Estate Rosé (Napa Valley),Jericho Canyon Vineyard,Virginie Boone,89,40.0,US
King Estate 2011 Backbone Pinot Noir (Willamette Valley),King Estate,Paul Gregutt,89,55.0,US
Pomar Junction 2012 Estate Cabernet Sauvignon (Paso Robles),Pomar Junction,Matt Kettmann,89,34.0,US
Robert Hall 2013 Cuvée de Robles Red (Paso Robles),Robert Hall,Matt Kettmann,89,20.0,US
LangeTwins 2009 Estate grown Cabernet Sauvignon (Lodi),LangeTwins,Virginie Boone,82,15.0,US
Paraduxx 2013 Rector Creek Vineyard Red (Napa Valley),Paraduxx,Virginie Boone,88,80.0,US
Barrister 2008 Reserve Tapteil Vineyard Cabernet Sauvignon (Red Mountain),Barrister,Paul Gregutt,92,43.0,US
Chateau Ste. Michelle 2009 Cold Creek Vineyard Chardonnay (Columbia Valley (WA)),Chateau Ste. Michelle,Paul Gregutt,92,25.0,US
Chateau Ste. Michelle 2008 Cold Creek Vineyard Merlot (Columbia Valley (WA)),Chateau Ste. Michelle,Paul Gregutt,91,28.0,US
Convergence Zone 2011 Drizzle Pinot Gris (Red Mountain),Convergence Zone,Paul Gregutt,91,17.0,US
Freemark Abbey 2012 Sycamore Vineyard Cabernet Sauvignon (Rutherford),Freemark Abbey,Virginie Boone,92,125.0,US
Gramercy 2014 Forgotten Hills Vineyard Syrah (Walla Walla Valley (WA)),Gramercy,Sean P. Sullivan,92,60.0,US
J. Christopher 2014 Abbey Ridge Pinot Noir (Dundee Hills),J. Christopher,Paul Gregutt,92,60.0,US
Y Rousseau 2013 Le Roi Soleil Cabernet Sauvignon (Mount Veeder),Y Rousseau,Virginie Boone,92,90.0,US
Avennia 2014 Justine Red (Columbia Valley (WA)),Avennia,Sean P. Sullivan,92,40.0,US
Block Wines 2014 Ankleroller Block Stoney Vine Vineyard Syrah (Walla Walla Valley (WA)),Block Wines,Sean P. Sullivan,92,50.0,US
Buena Vista 2014 Geza's Selection Pinot Noir (Sonoma Coast),Buena Vista,Virginie Boone,92,48.0,US
DeLille 2014 Quintessence Malbec-Cabernet Sauvignon (Red Mountain),DeLille,Sean P. Sullivan,92,55.0,US
Résonance 2014 Découverte Vineyard Pinot Noir (Dundee Hills),Résonance,Paul Gregutt,92,65.0,US
Sbragia 2012 Godspeed Cabernet Sauvignon (Mount Veeder),Sbragia,Virginie Boone,92,95.0,US
Shea 2014 Estate Pinot Noir (Willamette Valley),Shea,Paul Gregutt,92,45.0,US
Sojourn 2015 Sangiacomo Vineyard Pinot Noir (Sonoma Coast),Sojourn,Virginie Boone,92,59.0,US
Stephen Ross 2014 Stone Corral Vineyard Pinot Noir (Edna Valley),Stephen Ross,Matt Kettmann,92,56.0,US
Y Rousseau 2015 Constance Haynes Vineyard Chardonnay (Coombsville),Y Rousseau,Virginie Boone,92,27.0,US
Krupp Brothers 2013 Stagecoach Vineyard Synchrony Red (Napa Valley),Krupp Brothers,Virginie Boone,92,135.0,US
Migration 2014 Running Creek Vineyard Pinot Noir (Russian River Valley),Migration,Virginie Boone,92,68.0,US
Irony 2014 Small Lot Reserve Cabernet Sauvignon (North Coast),Irony,Jim Gordon,91,16.0,US
Jaffurs 2015 Thompson Vineyard Petite Sirah (Santa Barbara County),Jaffurs,Matt Kettmann,91,38.0,US
Niner 2014 JR Reserve Grenache (Edna Valley),Niner,Matt Kettmann,91,50.0,US
Trione 2012 Block Twenty One Cabernet Sauvignon (Alexander Valley),Trione,Virginie Boone,91,67.0,US
White Rock Vineyards 2014 Estate Chardonnay (Napa Valley),White Rock Vineyards,Virginie Boone,91,38.0,US
Zaca Mesa 2012 Z Three Red (Santa Ynez Valley),Zaca Mesa,Matt Kettmann,91,46.0,US
Fullerton 2015 Five Faces Chardonnay (Willamette Valley),Fullerton,Paul Gregutt,87,33.0,US
Gorman 2014 Black Curtain Reserve Syrah (Red Mountain),Gorman,Sean P. Sullivan,87,80.0,US
Steele 2013 Goodchild Vineyard Pinot Noir (Santa Barbara County),Steele,Matt Kettmann,87,30.0,US
Tertulia 2013 Phinney Hill Vineyard Carmenère (Horse Heaven Hills),Tertulia,Sean P. Sullivan,87,40.0,US
WesMar 2014 Oehlman Vineyard Pinot Noir (Russian River Valley),WesMar,Virginie Boone,87,42.0,US
Robert Karl 2005 Inspiration Reserve Red Red (Horse Heaven Hills),Robert Karl,Paul Gregutt,91,48.0,US
Gordon Brothers 1999 Estate Grown Chardonnay (Columbia Valley (WA)),Gordon Brothers,Paul Gregutt,88,20.0,US
Cave B 2007 Estate Barbera (Columbia Valley (WA)),Cave B,Paul Gregutt,82,22.0,US
Mount Baker Vineyards 2005 Barrel Select Merlot (Yakima Valley),Mount Baker Vineyards,Paul Gregutt,81,14.0,US
Bookwalter 1997 Vintner's Select Chardonnay (Washington),Bookwalter,Paul Gregutt,88,20.0,US
Hedges 1999 Fume Chardonnay (Columbia Valley (WA)),Hedges,Paul Gregutt,88,9.0,US
Kiona 1998 Late Harvest White Riesling (Yakima Valley),Kiona,Paul Gregutt,88,7.0,US
Kiona 1999 Late Harvest Muscat (Yakima Valley),Kiona,Paul Gregutt,88,7.0,US
Thurston Wolfe 1998 Burgess Vineyard Zinfandel (Columbia Valley (WA)),Thurston Wolfe,Paul Gregutt,87,20.0,US
Thurston Wolfe 1999 Pinot Gris - Viognier White (Columbia Valley (WA)),Thurston Wolfe,Paul Gregutt,87,11.0,US
Canoe Ridge 1998 Red Table Wine Merlot-Cabernet Sauvignon (Columbia Valley (WA)),Canoe Ridge,Paul Gregutt,87,14.0,US
Kiona 1997 Reserve Cabernet Sauvignon (Yakima Valley),Kiona,Paul Gregutt,87,30.0,US
Ponte 2016 Pas Doux Rosé (Temecula),Ponte,Matt Kettmann,86,28.0,US
Summerland 2013 Bien Nacido Vineyard Chardonnay (Santa Maria Valley),Summerland,Matt Kettmann,91,40.0,US
Kenwood 2010 Artist Series Cabernet Sauvignon (Sonoma County),Kenwood,Virginie Boone,91,75.0,US
ZD 2012 Founder's Reserve Pinot Noir (Carneros),ZD,Virginie Boone,91,75.0,US
Zenaida Cellars 2011 Estate Cabernet Sauvignon (Paso Robles),Zenaida Cellars,Matt Kettmann,91,28.0,US
DeLille 2011 Chaleur Estate Red (Red Mountain),DeLille,Sean P. Sullivan,91,85.0,US
Fidelitas 2013 Optu White (Red Mountain),Fidelitas,Sean P. Sullivan,91,32.0,US
Dubost 2013 Alexandrine White (Paso Robles),Dubost,Matt Kettmann,91,35.0,US
Helix by Reininger 2005 Stillwater Creek Vineyard Merlot (Columbia Valley (WA)),Helix by Reininger,Paul Gregutt,92,30.0,US
Failla 2013 Pearlessence Vineyard Pinot Noir (Sonoma Coast),Failla,Virginie Boone,88,45.0,US
Woodinville Wine Cellars 2012 Reserve Syrah (Columbia Valley (WA)),Woodinville Wine Cellars,Sean P. Sullivan,88,45.0,US
Tamás Estates 2008 Barbera Riserva Barbera (San Francisco Bay-Livermore Valley),Tamás Estates,Virginie Boone,91,28.0,US
Zenith 2014 Barrel Select Pinot Noir (Eola-Amity Hills),Zenith,Paul Gregutt,91,40.0,US
Baileyana 2014 La Entrada Pinot Noir (Edna Valley),Baileyana,Matt Kettmann,91,35.0,US
Bryn Mawr Vineyards 2014 Estate Pinot Noir (Eola-Amity Hills),Bryn Mawr Vineyards,Paul Gregutt,91,35.0,US
Carabella 2014 Reserve Pinot Gris (Chehalem Mountains),Carabella,Paul Gregutt,91,26.0,US
Dutton-Goldfield 2014 Dutton Ranch Freestone Hill Vineyard Pinot Noir (Russian River Valley),Dutton-Goldfield,Virginie Boone,91,72.0,US
Charles Krug 2013 Family Reserve Cabernet Sauvignon (Howell Mountain),Charles Krug,Virginie Boone,91,75.0,US
Angel Vine 2008 Les Collines Vineyard Zinfandel (Walla Walla Valley (WA)),Angel Vine,Paul Gregutt,86,22.0,US
Tertulia 2008 Les Collines Vineyard Tempranillo (Walla Walla Valley (WA)),Tertulia,Paul Gregutt,86,35.0,US
Kudos 2012 Single Vineyard Series Zena Crown Vineyard Pinot Noir (Eola-Amity Hills),Kudos,Paul Gregutt,88,25.0,US
Alexandria Nicole 2007 Mr. Big Petite Sirah (Horse Heaven Hills),Alexandria Nicole,Paul Gregutt,90,42.0,US
Alexandria Nicole 2008 Shepherds Mark White White (Horse Heaven Hills),Alexandria Nicole,Paul Gregutt,90,20.0,US
Basel Cellars 2006 Inspired Red Red (Columbia Valley (WA)),Basel Cellars,Paul Gregutt,90,40.0,US
Bergevin Lane 2006 Intuition Reserve Red Wine Red (Columbia Valley (WA)),Bergevin Lane,Paul Gregutt,90,55.0,US
Fall Line 2005 Horse Heaven Hills Red Wine Red (Horse Heaven Hills),Fall Line,Paul Gregutt,88,30.0,US
Helix 2005 Pomatia Red Wine Red (Columbia Valley (WA)),Helix,Paul Gregutt,88,20.0,US
Thurston Wolfe 2006 Zephyr Ridge Petite Sirah (Horse Heaven Hills),Thurston Wolfe,Paul Gregutt,88,22.0,US
Abiqua Wind 2011 Collier's Early Muscat (Willamette Valley),Abiqua Wind,Paul Gregutt,85,13.0,US
Chehalem 2010 Ridgecrest Vineyards Gamay Noir (Ribbon Ridge),Chehalem,Paul Gregutt,85,24.0,US
Erath 2010 Knight's Gambit Pinot Noir (Dundee Hills),Erath,Paul Gregutt,85,50.0,US
Erath 2010 Prince Hill 115 Pinot Noir (Dundee Hills),Erath,Paul Gregutt,85,50.0,US
Landmark 2012 Rodgers Creek Vineyard Chardonnay (Sonoma Coast),Landmark,Virginie Boone,93,45.0,US
Efeste 2012 Boushey Vineyard Sauvage Sauvignon Blanc (Yakima Valley),Efeste,Paul Gregutt,93,23.0,US
MCV 2012 Rosewynn Vineyard Petite Sirah (Paso Robles),MCV,Matt Kettmann,93,42.0,US
Red Car 2012 Estate Vineyard Pinot Noir (Fort Ross-Seaview),Red Car,Virginie Boone,93,68.0,US
Windy Oaks 2012 Terra Narro Pinot Noir (Santa Cruz Mountains),Windy Oaks,Matt Kettmann,93,29.0,US
Venge 2011 Family Reserve Cabernet Sauvignon (Oakville),Venge,Virginie Boone,93,145.0,US
Daou 2011 Reserve Cabernet Sauvignon (Paso Robles),Daou,Matt Kettmann,93,56.0,US
Iron Horse 2012 Estate Chardonnay (Green Valley),Iron Horse,Virginie Boone,93,29.0,US
Michael David 2012 Rage Zinfandel (Dry Creek Valley),Michael David,Jim Gordon,93,59.0,US
Bargetto 2012 Regan Vineyard Estate Reserve Pinot Noir (Santa Cruz Mountains),Bargetto,Matt Kettmann,93,40.0,US
Bonny Doon 2009 Le Cigare Volant Reserve Red (Central Coast),Bonny Doon,Matt Kettmann,93,78.0,US
Gary Farrell 2012 Westside Farms Chardonnay (Russian River Valley),Gary Farrell,Virginie Boone,93,45.0,US
Cadaretta 2008 Springboard Red (Columbia Valley (WA)),Cadaretta,Paul Gregutt,90,50.0,US
Rasa 2009 Plus One Cabernet Sauvignon (Red Mountain),Rasa,Paul Gregutt,90,75.0,US
Sleight of Hand 2011 The Magician's Assistant Cabernet Franc Rosé (Yakima Valley),Sleight of Hand,Paul Gregutt,90,18.0,US
Thurston Wolfe 2009 Dr. Wolfe's Family Red Red (Washington),Thurston Wolfe,Paul Gregutt,90,15.0,US
Kyra 2010 Pheasant Vineyard Sangiovese (Wahluke Slope),Kyra,Sean P. Sullivan,85,20.0,US
Eleven 2012 La Primavera Rosé (Washington),Eleven,Paul Gregutt,85,20.0,US
Las Positas 2011 Estate Bottled Syrah (Livermore Valley),Las Positas,Virginie Boone,85,32.0,US
Merry Cellars 2011 Crimson Red (Washington),Merry Cellars,Paul Gregutt,85,25.0,US
Challenger Ridge 2010 Thornwood Reserve Red (Columbia Valley (WA)),Challenger Ridge,Paul Gregutt,85,49.0,US
Fetzer 2013 Sundial Chardonnay (California),Fetzer,Jim Gordon,87,10.0,US
Spindrift Cellars 2013 OSU Woodhall III Pinot Noir (Willamette Valley),Spindrift Cellars,Paul Gregutt,87,26.0,US
Peachy Canyon 2012 Incredible Zinfandel (Paso Robles),Peachy Canyon,Matt Kettmann,87,15.0,US
August Briggs 2012 Monte Rosso Vineyard Cabernet Sauvignon (Sonoma Valley),August Briggs,Virginie Boone,90,55.0,US
Brander 2013 au Naturel Sauvignon Blanc (Santa Ynez Valley),Brander,Matt Kettmann,90,30.0,US
Four Vines 2012 The Sophisticate Zinfandel (Sonoma County),Four Vines,Virginie Boone,90,25.0,US
Gary Farrell 2013 Russian River Selection Chardonnay (Russian River Valley),Gary Farrell,Virginie Boone,90,35.0,US
Full Pull & Friends 2012 Angela's Vineyard Cabernet Sauvignon (Red Mountain),Full Pull & Friends,Sean P. Sullivan,90,34.0,US
Callaway 2012 Special Selection Mourvèdre (Temecula Valley),Callaway,Matt Kettmann,90,30.0,US
Chamisal Vineyards 2013 Estate Grown Chardonnay (Edna Valley),Chamisal Vineyards,Matt Kettmann,90,28.0,US
Dragonette 2013 Vogelzang Vineyard Sauvignon Blanc (Happy Canyon of Santa Barbara),Dragonette,Matt Kettmann,90,45.0,US
Cuvaison 2013 Estate Grown Pinot Noir (Napa Valley),Cuvaison,Virginie Boone,90,38.0,US
Davis Family 2012 Throne G-S-M (Russian River Valley),Davis Family,Virginie Boone,90,42.0,US
Columbia Crest 2013 H3 Cabernet Sauvignon (Horse Heaven Hills),Columbia Crest,Sean P. Sullivan,90,15.0,US
Proulx 2013 Jack Barrett Red (Paso Robles),Proulx,Matt Kettmann,90,62.0,US
Signorello 2012 Estate Grown and Bottled Unfiltered Cabernet Sauvignon (Napa Valley),Signorello,Virginie Boone,90,90.0,US
Far Niente 2012 Estate Bottled Cabernet Sauvignon (Oakville),Far Niente,Virginie Boone,94,145.0,US
Talley 2012 Stone Corral Vineyard Proprietor Grown Pinot Noir (Edna Valley),Talley,Matt Kettmann,94,54.0,US
Gary Farrell 2012 Rochioli Vineyard Pinot Noir (Russian River Valley),Gary Farrell,Virginie Boone,94,70.0,US
Acacia 2012 Yellow Rock Vineyard Chardonnay (Russian River Valley),Acacia,Virginie Boone,93,45.0,US
Flying Trout 2011 The Brook Blend Red (Columbia Valley (WA)),Flying Trout,Sean P. Sullivan,93,35.0,US
Kana 2007 Dark Star Red Red (Columbia Valley (WA)),Kana,Paul Gregutt,84,20.0,US
Bargetto 2008 Old Vine Zinfandel Zinfandel (Lodi),Bargetto,Virginie Boone,83,20.0,US
Brooklyn Oenology 2006 Social Club Red Red (North Fork of Long Island),Brooklyn Oenology,Susan Kostrzewa,84,15.0,US
Peconic Bay Winery 2007 Steel fermented Chardonnay (North Fork of Long Island),Peconic Bay Winery,Susan Kostrzewa,84,22.0,US
Red Newt Cellars 2007 Curry Creek Vineyards Gewürztraminer (Finger Lakes),Red Newt Cellars,Susan Kostrzewa,84,42.0,US
Red Newt Cellars 2007 Sawmill Creek Vineyards Gewürztraminer (Finger Lakes),Red Newt Cellars,Susan Kostrzewa,84,36.0,US
Cascata 2008 The Professor's Classic Riesling (Finger Lakes),Cascata,Susan Kostrzewa,84,18.0,US
Lamoreaux Landing 2008 Reserve Riesling (Finger Lakes),Lamoreaux Landing,Susan Kostrzewa,84,30.0,US
Hudson-Chatham 2007 Empire Red (Hudson River Region),Hudson-Chatham,Susan Kostrzewa,83,22.0,US
Chacewater 2014 Organic Grapes Rosé (Sierra Foothills),Chacewater,Jim Gordon,87,17.0,US
DeLille 2013 Chaleur Estate White (Columbia Valley (WA)),DeLille,Sean P. Sullivan,87,40.0,US
FlyWine 2013 The Party Starter Pinot Gris (Sonoma Valley),FlyWine,Virginie Boone,87,32.0,US
Frei Brothers 2013 Reserve Merlot (Dry Creek Valley),Frei Brothers,Virginie Boone,87,20.0,US
Goose Ridge 2013 Estate Bottled GRV White (Columbia Valley (WA)),Goose Ridge,Sean P. Sullivan,87,24.0,US
McCrea 2010 Ciel du Cheval Vineyard Counoise (Red Mountain),McCrea,Sean P. Sullivan,87,32.0,US
Rasa 2013 The Composer Riesling (Columbia Valley (WA)),Rasa,Sean P. Sullivan,87,30.0,US
Raymond 2013 Reserve Selection Sauvignon Blanc (Napa Valley),Raymond,Virginie Boone,87,18.0,US
Sculpterra 2012 Estate Merlot (Paso Robles),Sculpterra,Matt Kettmann,87,32.0,US
Fess Parker 2015 Ashley's Pinot Noir (Sta. Rita Hills),Fess Parker,Matt Kettmann,93,50.0,US
Raymond 2014 District Collection Cabernet Sauvignon (Stags Leap District),Raymond,Virginie Boone,93,105.0,US
Wild Horse 2013 Cheval Sauvage Pinot Noir (Santa Maria Valley),Wild Horse,Matt Kettmann,93,65.0,US
Wild Horse 2014 Cheval Sauvage Chardonnay (Santa Maria Valley),Wild Horse,Matt Kettmann,93,35.0,US
Artesa 2014 Galatea Tempranillo-Cabernet Sauvignon (Sonoma County-Napa County),Artesa,Virginie Boone,93,90.0,US
Chesebro 2012 La Montagne Sauvage Red (Carmel Valley),Chesebro,Matt Kettmann,93,28.0,US
Garavin 2013 Garrett Brown Vineyard Cabernet Sauvignon (Atlas Peak),Garavin,Virginie Boone,93,105.0,US
Janzen 2014 Beckstoffer Missouri Hopper Cabernet Sauvignon (Napa Valley),Janzen,Virginie Boone,93,125.0,US
Chimney Rock 2013 Tomahawk Vineyard Estate Grown Cabernet Sauvignon (Stags Leap District),Chimney Rock,Virginie Boone,91,155.0,US
Naggiar 2013 Estate Grown Sangiovese (Sierra Foothills),Naggiar,Jim Gordon,91,24.0,US
Portalupi 2014 Shake Ridge Ranch Barbera (Amador County),Portalupi,Jim Gordon,91,45.0,US
Stags' Leap Winery 2012 Estate Grown Audentia Cabernet Sauvignon (Stags Leap District),Stags' Leap Winery,Virginie Boone,91,200.0,US
King Estate 2014 Pfeiffer Vineyards Pinot Gris (Willamette Valley),King Estate,Paul Gregutt,91,24.0,US
Martin Ranch 2013 JD Hurley Merlot (Santa Clara Valley),Martin Ranch,Matt Kettmann,91,26.0,US
"Naggiar 2013 Zio Luciano Estate Grown, Produced and Bottled Red (Sierra Foothills)",Naggiar,Jim Gordon,91,25.0,US
Rubino Estates Winery 2013 Landmark Collection Sangiovese (Livermore Valley),Rubino Estates Winery,Jim Gordon,91,40.0,US
Brian Carter Cellars 2010 Le Coursier Red (Columbia Valley (WA)),Brian Carter Cellars,Paul Gregutt,91,35.0,US
Board Track Racer 2012 The Chief Red (Columbia Valley (WA)),Board Track Racer,Paul Gregutt,91,25.0,US
Gorman 2011 Zachary's Ladder Red (Red Mountain),Gorman,Paul Gregutt,91,30.0,US
Tranche 2010 Estate Grown Sangiovese (Walla Walla Valley (WA)),Tranche,Paul Gregutt,91,30.0,US
B Cellars 2014 Blend 23 White (Napa Valley),B Cellars,Virginie Boone,92,39.0,US
Carlisle 2014 Papera Ranch Zinfandel (Russian River Valley),Carlisle,Virginie Boone,92,47.0,US
Daou 2015 Reserve Chardonnay (Paso Robles Willow Creek District),Daou,Matt Kettmann,92,46.0,US
Dunham 2012 Lewis Vineyard Artist Series Cabernet Sauvignon (Columbia Valley (WA)),Dunham,Sean P. Sullivan,92,75.0,US
Eric Kent 2014 Sascha Marie Pinot Noir (Sonoma Coast),Eric Kent,Virginie Boone,92,52.0,US
Grimm's Bluff 2014 Contango Cabernet Sauvignon (Happy Canyon of Santa Barbara),Grimm's Bluff,Matt Kettmann,92,86.0,US
Grimm's Bluff 2014 Estate Cabernet Sauvignon (Happy Canyon of Santa Barbara),Grimm's Bluff,Matt Kettmann,92,48.0,US
Lamborn Family Vineyards 2013 Vintage XI Proprietor Grown Cabernet Sauvignon (Howell Mountain),Lamborn Family Vineyards,Virginie Boone,92,100.0,US
Keating 2013 Finvarra Red (North Coast),Keating,Virginie Boone,92,55.0,US
Raymond 2014 Generations Chardonnay (Napa Valley),Raymond,Virginie Boone,92,75.0,US
Sandler 2015 Keefer Ranch Pinot Noir (Russian River Valley),Sandler,Matt Kettmann,92,40.0,US
Goose Ridge 2009 g3 Red (Columbia Valley (WA)),Goose Ridge,Paul Gregutt,86,22.0,US
Cave B 2011 Unoaked Chardonnay (Columbia Valley (WA)),Cave B,Paul Gregutt,86,19.0,US
Stottle 2011 S3 Sauvignon Blanc-Semillon (Yakima Valley),Stottle,Paul Gregutt,86,24.0,US
College Cellars 2013 Clarke Vineyard Carmenère (Walla Walla Valley (WA)),College Cellars,Sean P. Sullivan,88,20.0,US
Cottonwood Winery of Oregon 2008 Raya Jade Syrah (Yakima Valley),Cottonwood Winery of Oregon,Sean P. Sullivan,88,19.0,US
Two Vintners 2012 Legit Red (Columbia Valley (WA)),Two Vintners,Sean P. Sullivan,88,30.0,US
Wilridge 2012 Estate Zweigelt (Naches Heights),Wilridge,Sean P. Sullivan,88,30.0,US
Pine Ridge 2012 Estate Vineyards Cabernet Sauvignon (Napa Valley),Pine Ridge,Virginie Boone,87,54.0,US
Sevtap 2012 Zig-A-Zig-Ahh Cabernet Sauvignon (Santa Ynez Valley),Sevtap,Matt Kettmann,87,38.0,US
Two Mountain 2012 Copeland Vineayard Cabernet Sauvignon (Yakima Valley),Two Mountain,Sean P. Sullivan,87,28.0,US
14 Hands 2013 The Reserve Chardonnay (Horse Heaven Hills),14 Hands,Sean P. Sullivan,87,25.0,US
Archery Summit 2004 Red Hills Estate Pinot Noir (Dundee Hills),Archery Summit,Paul Gregutt,87,85.0,US
Fall Line 2005 Red Mountain Red Wine Red (Red Mountain),Fall Line,Paul Gregutt,89,30.0,US
O•S Winery 2006 Red Wine Red (Washington),O•S Winery,Paul Gregutt,89,20.0,US
Rulo 2006 Syrca Red Wine Red (Walla Walla Valley (WA)),Rulo,Paul Gregutt,88,18.0,US
Hestia Cellars 2005 Meritage Red Wine Red (Columbia Valley (WA)),Hestia Cellars,Paul Gregutt,88,40.0,US
Medlock Ames 2013 Bell Mountain Estate Sauvignon Blanc (Alexander Valley),Medlock Ames,Virginie Boone,89,27.0,US
Pomar Junction 2011 The Crossing G-S-M (Paso Robles),Pomar Junction,Matt Kettmann,89,45.0,US
Jaffurs 2013 Bien Nacido Vineyard Viognier (Santa Barbara County),Jaffurs,Matt Kettmann,89,27.0,US
Sextant 2012 Holystone Red (Paso Robles),Sextant,Matt Kettmann,89,28.0,US
Trinchero 2011 Central Park West Vineyard Cabernet Sauvignon (St. Helena),Trinchero,Virginie Boone,89,50.0,US
Willamette Valley Vineyards 2012 AVA Series Pinot Noir (McMinnville),Willamette Valley Vineyards,Paul Gregutt,89,50.0,US
Maysara 2005 Mitra Pinot Noir (McMinnville),Maysara,Paul Gregutt,92,85.0,US
